checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age_years,other_installment_plans,housing,existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
low_balance,11,existing_paid_duly,furniture_equipment,1577,high_savings,less_than_1_year,4,female_divorced_married,none,1,real_estate,20,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,24,existing_paid_duly,furniture_equipment,3972,very_low_savings,4_to_7_years,2,female_divorced_married,none,4,insurance_savings,25,none,rent,1,skilled_employee,1,has_phone,yes,good
low_balance,24,critical_account,business,1935,very_low_savings,over_7_years,4,male_divorced,none,4,real_estate,31,none,own,2,skilled_employee,1,has_phone,yes,bad
negative_balance,15,no_credit_all_paid,car_new,950,very_low_savings,over_7_years,4,male_single,none,3,car_or_other,33,none,rent,2,skilled_employee,2,no_phone,yes,bad
no_checking_account,12,existing_paid_duly,furniture_equipment,763,very_low_savings,1_to_4_years,4,female_divorced_married,none,1,real_estate,26,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,24,payment_delay_past,furniture_equipment,2064,very_low_savings,unemployed,3,female_divorced_married,none,2,insurance_savings,34,none,own,1,management_self_employed,1,has_phone,yes,bad
low_balance,8,existing_paid_duly,radio_tv,1414,very_low_savings,1_to_4_years,4,male_single,guarantor,2,real_estate,33,none,own,1,skilled_employee,1,no_phone,no,good
negative_balance,21,payment_delay_past,education,3414,very_low_savings,less_than_1_year,2,male_single,none,1,insurance_savings,26,none,own,2,skilled_employee,1,no_phone,yes,bad
no_checking_account,30,all_paid_this_bank,car_used,7485,no_savings,unemployed,4,female_divorced_married,none,1,real_estate,53,bank,own,1,management_self_employed,1,has_phone,yes,bad
negative_balance,12,existing_paid_duly,furniture_equipment,2577,very_low_savings,1_to_4_years,2,male_divorced,none,1,car_or_other,42,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,6,critical_account,radio_tv,338,medium_savings,over_7_years,4,male_single,none,4,car_or_other,52,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,12,existing_paid_duly,radio_tv,1963,very_low_savings,4_to_7_years,4,male_single,none,2,car_or_other,31,none,rent,2,management_self_employed,2,has_phone,yes,good
negative_balance,21,critical_account,car_new,571,very_low_savings,over_7_years,4,male_single,none,4,real_estate,65,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,36,payment_delay_past,business,9572,very_low_savings,less_than_1_year,1,male_divorced,none,1,car_or_other,28,none,own,2,skilled_employee,1,no_phone,yes,bad
low_balance,36,payment_delay_past,business,4455,very_low_savings,1_to_4_years,2,male_divorced,none,2,real_estate,30,stores,own,2,management_self_employed,1,has_phone,yes,bad
negative_balance,21,all_paid_this_bank,car_new,1647,no_savings,1_to_4_years,4,male_single,none,2,insurance_savings,40,none,own,2,unskilled_resident,2,no_phone,yes,bad
no_checking_account,24,critical_account,furniture_equipment,3777,high_savings,1_to_4_years,4,male_single,none,4,real_estate,50,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,18,critical_account,car_new,884,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,36,bank,own,1,skilled_employee,2,has_phone,yes,bad
no_checking_account,15,critical_account,radio_tv,1360,very_low_savings,1_to_4_years,4,male_single,none,2,insurance_savings,31,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,9,all_paid_this_bank,car_used,5129,very_low_savings,over_7_years,2,female_divorced_married,none,4,no_property,74,bank,free,1,management_self_employed,2,has_phone,yes,bad
low_balance,16,critical_account,car_new,1175,very_low_savings,unemployed,2,male_single,none,3,car_or_other,68,none,free,3,unemployed_unskilled_nonresident,1,has_phone,yes,good
negative_balance,12,existing_paid_duly,radio_tv,674,low_savings,4_to_7_years,4,male_married_widowed,none,1,insurance_savings,20,none,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,18,no_credit_all_paid,furniture_equipment,3244,very_low_savings,1_to_4_years,1,female_divorced_married,none,4,car_or_other,33,bank,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,24,existing_paid_duly,business,4591,high_savings,1_to_4_years,2,male_single,none,3,insurance_savings,54,none,own,3,management_self_employed,1,has_phone,yes,bad
low_balance,48,no_credit_all_paid,business,3844,low_savings,4_to_7_years,4,male_single,none,4,no_property,34,none,free,1,unskilled_resident,2,no_phone,yes,bad
low_balance,27,existing_paid_duly,business,3915,very_low_savings,1_to_4_years,4,male_single,none,2,car_or_other,36,none,own,1,skilled_employee,2,has_phone,yes,bad
no_checking_account,6,existing_paid_duly,radio_tv,2108,very_low_savings,4_to_7_years,2,male_married_widowed,none,2,real_estate,29,none,rent,1,skilled_employee,1,no_phone,yes,good
low_balance,45,existing_paid_duly,radio_tv,3031,low_savings,1_to_4_years,4,male_single,guarantor,4,insurance_savings,21,none,rent,1,skilled_employee,1,no_phone,yes,bad
low_balance,9,critical_account,education,1501,very_low_savings,over_7_years,2,female_divorced_married,none,3,car_or_other,34,none,own,2,management_self_employed,1,has_phone,yes,bad
no_checking_account,6,critical_account,radio_tv,1382,very_low_savings,1_to_4_years,1,female_divorced_married,none,1,car_or_other,28,none,own,2,skilled_employee,1,has_phone,yes,good
low_balance,12,existing_paid_duly,furniture_equipment,951,low_savings,less_than_1_year,4,female_divorced_married,none,4,car_or_other,27,bank,rent,4,skilled_employee,1,no_phone,yes,bad
low_balance,24,existing_paid_duly,car_used,2760,no_savings,over_7_years,4,male_single,none,4,no_property,36,bank,free,1,skilled_employee,1,has_phone,yes,good
low_balance,18,payment_delay_past,furniture_equipment,4297,very_low_savings,over_7_years,4,male_divorced,none,3,no_property,40,none,own,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,9,critical_account,education,936,medium_savings,over_7_years,4,male_single,none,2,car_or_other,52,none,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,12,existing_paid_duly,car_new,1168,very_low_savings,1_to_4_years,4,male_married_widowed,none,3,real_estate,27,none,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,27,payment_delay_past,business,5117,very_low_savings,4_to_7_years,3,male_single,none,4,car_or_other,26,none,own,2,skilled_employee,1,no_phone,yes,good
negative_balance,12,existing_paid_duly,retraining,902,very_low_savings,4_to_7_years,4,male_married_widowed,none,4,insurance_savings,21,none,rent,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,12,critical_account,car_new,1495,very_low_savings,over_7_years,4,male_single,none,1,real_estate,38,none,own,2,unskilled_resident,2,no_phone,yes,good
negative_balance,30,critical_account,car_used,10623,very_low_savings,over_7_years,3,male_single,none,4,no_property,38,none,free,3,management_self_employed,2,has_phone,yes,good
no_checking_account,12,critical_account,furniture_equipment,1935,very_low_savings,over_7_years,4,male_single,none,4,real_estate,43,none,own,3,skilled_employee,1,has_phone,yes,good
low_balance,12,critical_account,domestic_appliances,1424,very_low_savings,4_to_7_years,4,male_single,none,3,insurance_savings,26,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,24,existing_paid_duly,business,6568,very_low_savings,1_to_4_years,2,male_married_widowed,none,2,car_or_other,21,stores,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,12,existing_paid_duly,car_used,1413,high_savings,4_to_7_years,3,male_single,none,2,insurance_savings,55,none,own,1,skilled_employee,1,no_phone,no,good
no_checking_account,9,critical_account,radio_tv,3074,no_savings,1_to_4_years,1,male_single,none,2,real_estate,33,none,own,2,skilled_employee,2,no_phone,yes,good
no_checking_account,36,existing_paid_duly,radio_tv,3835,no_savings,over_7_years,2,female_divorced_married,none,4,real_estate,45,none,own,1,unskilled_resident,1,has_phone,yes,good
negative_balance,27,no_credit_all_paid,business,5293,very_low_savings,unemployed,2,male_single,none,4,insurance_savings,50,stores,own,2,skilled_employee,1,has_phone,yes,bad
high_balance,30,payment_delay_past,business,1908,very_low_savings,over_7_years,4,male_single,none,4,real_estate,66,none,own,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,36,critical_account,radio_tv,3342,no_savings,over_7_years,4,male_single,none,2,car_or_other,51,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,6,critical_account,retraining,932,no_savings,4_to_7_years,1,female_divorced_married,none,3,insurance_savings,39,none,own,2,unskilled_resident,1,no_phone,yes,good
negative_balance,18,no_credit_all_paid,business,3104,very_low_savings,4_to_7_years,3,male_single,none,1,insurance_savings,31,bank,own,1,skilled_employee,1,has_phone,yes,good
high_balance,36,existing_paid_duly,radio_tv,3913,very_low_savings,1_to_4_years,2,male_single,none,2,real_estate,23,none,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,24,existing_paid_duly,furniture_equipment,3021,very_low_savings,1_to_4_years,2,male_divorced,none,2,real_estate,24,none,rent,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,10,existing_paid_duly,car_new,1364,very_low_savings,1_to_4_years,2,female_divorced_married,none,4,car_or_other,64,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,12,existing_paid_duly,radio_tv,625,very_low_savings,less_than_1_year,4,male_married_widowed,guarantor,1,real_estate,26,bank,own,1,unskilled_resident,1,no_phone,yes,good
negative_balance,12,existing_paid_duly,education,1200,no_savings,1_to_4_years,4,female_divorced_married,none,4,insurance_savings,23,bank,rent,1,skilled_employee,1,has_phone,yes,good
no_checking_account,12,existing_paid_duly,radio_tv,707,very_low_savings,1_to_4_years,4,male_single,none,2,real_estate,30,bank,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,24,payment_delay_past,business,2978,no_savings,1_to_4_years,4,male_single,none,4,real_estate,32,none,own,2,skilled_employee,2,has_phone,yes,good
no_checking_account,15,existing_paid_duly,car_used,4657,very_low_savings,1_to_4_years,3,male_single,none,2,car_or_other,30,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,36,no_credit_all_paid,repairs,2613,very_low_savings,1_to_4_years,4,male_single,none,2,car_or_other,27,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,48,existing_paid_duly,radio_tv,10961,high_savings,4_to_7_years,1,male_single,co_applicant,2,no_property,27,bank,own,2,skilled_employee,1,has_phone,yes,bad
negative_balance,12,existing_paid_duly,furniture_equipment,7865,very_low_savings,over_7_years,4,male_single,none,4,no_property,53,none,free,1,management_self_employed,1,has_phone,yes,bad
no_checking_account,9,existing_paid_duly,radio_tv,1478,very_low_savings,4_to_7_years,4,male_single,none,2,car_or_other,22,none,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,24,existing_paid_duly,furniture_equipment,3149,very_low_savings,less_than_1_year,4,male_single,none,1,no_property,22,bank,free,1,skilled_employee,1,no_phone,yes,good
high_balance,36,existing_paid_duly,radio_tv,4210,very_low_savings,1_to_4_years,4,male_single,none,2,car_or_other,26,none,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,9,existing_paid_duly,car_new,2507,medium_savings,over_7_years,2,male_single,none,4,no_property,51,none,free,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,12,existing_paid_duly,radio_tv,2141,low_savings,4_to_7_years,3,male_single,none,1,no_property,35,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,18,existing_paid_duly,radio_tv,866,very_low_savings,1_to_4_years,4,male_married_widowed,guarantor,2,real_estate,25,none,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,4,critical_account,radio_tv,1544,very_low_savings,4_to_7_years,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,no_phone,yes,good
negative_balance,24,existing_paid_duly,radio_tv,1823,very_low_savings,unemployed,4,male_single,none,2,car_or_other,30,stores,own,1,management_self_employed,2,no_phone,yes,bad
low_balance,6,existing_paid_duly,car_new,14555,no_savings,unemployed,1,male_single,none,2,insurance_savings,23,none,own,1,unemployed_unskilled_nonresident,1,has_phone,yes,bad
low_balance,21,existing_paid_duly,business,2767,low_savings,over_7_years,4,male_divorced,none,2,car_or_other,61,bank,rent,2,unskilled_resident,1,no_phone,yes,bad
no_checking_account,12,critical_account,radio_tv,1291,very_low_savings,1_to_4_years,4,female_divorced_married,none,2,insurance_savings,35,none,own,2,skilled_employee,1,no_phone,yes,good
negative_balance,30,existing_paid_duly,radio_tv,2522,very_low_savings,over_7_years,1,male_single,guarantor,3,insurance_savings,39,none,own,1,skilled_employee,2,no_phone,yes,good
negative_balance,24,existing_paid_duly,car_new,915,no_savings,over_7_years,4,female_divorced_married,none,2,car_or_other,29,bank,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,6,existing_paid_duly,radio_tv,1595,very_low_savings,4_to_7_years,3,male_single,none,2,insurance_savings,51,none,own,1,skilled_employee,2,no_phone,yes,good
negative_balance,48,no_credit_all_paid,car_used,4605,very_low_savings,over_7_years,3,male_single,none,4,no_property,24,none,free,2,skilled_employee,2,no_phone,yes,bad
no_checking_account,12,critical_account,business,1185,very_low_savings,1_to_4_years,3,female_divorced_married,none,2,real_estate,27,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,12,all_paid_this_bank,retraining,3447,medium_savings,1_to_4_years,4,female_divorced_married,none,3,real_estate,35,none,own,1,unskilled_resident,2,no_phone,yes,good
no_checking_account,24,existing_paid_duly,business,1258,very_low_savings,4_to_7_years,4,male_single,none,1,real_estate,25,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,12,critical_account,radio_tv,717,very_low_savings,over_7_years,4,male_single,none,4,real_estate,52,none,own,3,skilled_employee,1,no_phone,yes,good
no_checking_account,6,no_credit_all_paid,car_new,1204,low_savings,1_to_4_years,4,male_single,none,1,no_property,35,bank,rent,1,skilled_employee,1,no_phone,no,good
high_balance,24,existing_paid_duly,furniture_equipment,1925,very_low_savings,1_to_4_years,2,male_single,none,2,real_estate,26,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,18,existing_paid_duly,radio_tv,433,very_low_savings,unemployed,3,female_divorced_married,co_applicant,4,real_estate,22,none,rent,1,skilled_employee,1,no_phone,yes,bad
negative_balance,6,critical_account,car_new,666,high_savings,4_to_7_years,3,female_divorced_married,none,4,real_estate,39,none,own,2,unskilled_resident,1,has_phone,yes,good
high_balance,12,existing_paid_duly,furniture_equipment,2251,very_low_savings,1_to_4_years,1,female_divorced_married,none,2,car_or_other,46,none,own,1,unskilled_resident,1,no_phone,yes,good
low_balance,30,existing_paid_duly,car_new,2150,very_low_savings,1_to_4_years,4,female_divorced_married,guarantor,2,no_property,24,bank,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,24,payment_delay_past,furniture_equipment,4151,low_savings,1_to_4_years,2,male_single,none,3,insurance_savings,35,none,own,2,skilled_employee,1,no_phone,yes,good
low_balance,9,existing_paid_duly,furniture_equipment,2030,no_savings,4_to_7_years,2,male_single,none,1,car_or_other,24,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,60,payment_delay_past,radio_tv,7418,no_savings,1_to_4_years,1,male_single,none,1,real_estate,27,none,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,24,critical_account,radio_tv,2684,very_low_savings,1_to_4_years,4,male_single,none,2,real_estate,35,none,own,2,unskilled_resident,1,no_phone,yes,good
negative_balance,12,all_paid_this_bank,radio_tv,2149,very_low_savings,1_to_4_years,4,male_divorced,none,1,no_property,29,none,free,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,15,existing_paid_duly,car_used,3812,low_savings,less_than_1_year,1,female_divorced_married,none,4,car_or_other,23,none,own,1,skilled_employee,1,has_phone,yes,good
no_checking_account,11,critical_account,radio_tv,1154,low_savings,unemployed,4,female_divorced_married,none,4,real_estate,57,none,own,3,unskilled_resident,1,no_phone,yes,good
negative_balance,12,existing_paid_duly,furniture_equipment,1657,very_low_savings,1_to_4_years,2,male_single,none,2,real_estate,27,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,24,existing_paid_duly,radio_tv,1603,very_low_savings,over_7_years,4,female_divorced_married,none,4,car_or_other,55,none,own,1,skilled_employee,1,no_phone,yes,good
negative_balance,18,critical_account,car_new,5302,very_low_savings,over_7_years,2,male_single,none,4,no_property,36,none,free,3,management_self_employed,1,has_phone,yes,good
no_checking_account,12,critical_account,education,2748,very_low_savings,over_7_years,2,female_divorced_married,none,4,no_property,57,bank,free,3,unskilled_resident,1,no_phone,yes,good
no_checking_account,10,critical_account,car_new,1231,very_low_savings,over_7_years,3,male_single,none,4,real_estate,32,none,own,2,unskilled_resident,2,no_phone,no,good
low_balance,15,existing_paid_duly,radio_tv,802,very_low_savings,over_7_years,4,male_single,none,3,car_or_other,37,none,own,1,skilled_employee,2,no_phone,yes,bad
no_checking_account,36,critical_account,business,6304,no_savings,over_7_years,4,male_single,none,4,real_estate,36,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,24,existing_paid_duly,radio_tv,1533,very_low_savings,less_than_1_year,4,female_divorced_married,none,3,car_or_other,38,stores,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,14,existing_paid_duly,car_new,8978,very_low_savings,over_7_years,1,male_divorced,none,4,insurance_savings,45,none,own,1,management_self_employed,1,has_phone,no,bad
no_checking_account,24,existing_paid_duly,radio_tv,999,no_savings,over_7_years,4,male_single,none,2,car_or_other,25,none,own,2,skilled_employee,1,no_phone,yes,good
no_checking_account,18,existing_paid_duly,car_new,2662,no_savings,4_to_7_years,4,male_single,none,3,insurance_savings,32,none,own,1,skilled_employee,1,no_phone,no,good
no_checking_account,12,critical_account,furniture_equipment,1402,medium_savings,4_to_7_years,3,female_divorced_married,none,4,car_or_other,37,none,rent,1,skilled_employee,1,has_phone,yes,good
low_balance,48,all_paid_this_bank,car_new,12169,no_savings,unemployed,4,male_single,co_applicant,4,no_property,36,none,free,1,management_self_employed,1,has_phone,yes,good
low_balance,48,existing_paid_duly,radio_tv,3060,very_low_savings,4_to_7_years,4,male_single,none,4,real_estate,28,none,own,2,skilled_employee,1,no_phone,yes,bad
negative_balance,30,existing_paid_duly,repairs,11998,very_low_savings,less_than_1_year,1,male_divorced,none,1,no_property,34,none,own,1,unskilled_resident,1,has_phone,yes,bad
no_checking_account,9,existing_paid_duly,radio_tv,2697,very_low_savings,1_to_4_years,1,male_single,none,2,real_estate,32,none,own,1,skilled_employee,2,no_phone,yes,good
no_checking_account,18,critical_account,radio_tv,2404,very_low_savings,1_to_4_years,2,female_divorced_married,none,2,car_or_other,26,none,own,2,skilled_employee,1,no_phone,yes,good
negative_balance,12,existing_paid_duly,furniture_equipment,1262,no_savings,over_7_years,2,male_divorced,none,4,insurance_savings,49,none,own,1,unskilled_resident,1,has_phone,yes,good
no_checking_account,6,existing_paid_duly,furniture_equipment,4611,very_low_savings,less_than_1_year,1,female_divorced_married,none,4,insurance_savings,32,none,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,24,existing_paid_duly,radio_tv,1901,low_savings,1_to_4_years,4,male_single,none,4,car_or_other,29,none,rent,1,management_self_employed,1,has_phone,yes,good
no_checking_account,15,critical_account,car_used,3368,high_savings,over_7_years,3,male_single,none,4,no_property,23,none,rent,2,skilled_employee,1,has_phone,yes,good
no_checking_account,12,existing_paid_duly,furniture_equipment,1574,very_low_savings,1_to_4_years,4,male_single,none,2,real_estate,50,none,own,1,skilled_employee,1,no_phone,yes,good
high_balance,18,all_paid_this_bank,radio_tv,1445,no_savings,4_to_7_years,4,male_single,none,4,car_or_other,49,bank,own,1,unskilled_resident,1,no_phone,yes,good
no_checking_account,15,critical_account,furniture_equipment,1520,no_savings,over_7_years,4,male_single,none,4,insurance_savings,63,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,24,critical_account,car_new,3878,low_savings,less_than_1_year,4,male_divorced,none,2,car_or_other,37,none,own,1,skilled_employee,1,has_phone,yes,good
negative_balance,47,existing_paid_duly,car_new,10722,very_low_savings,less_than_1_year,1,female_divorced_married,none,1,real_estate,35,none,own,1,unskilled_resident,1,has_phone,yes,good
negative_balance,48,existing_paid_duly,car_used,4788,very_low_savings,4_to_7_years,4,male_single,none,3,insurance_savings,26,none,own,1,skilled_employee,2,no_phone,yes,good
low_balance,48,payment_delay_past,others,7582,low_savings,unemployed,2,male_single,none,4,no_property,31,none,free,1,management_self_employed,1,has_phone,yes,good
low_balance,12,existing_paid_duly,radio_tv,1092,very_low_savings,1_to_4_years,4,female_divorced_married,guarantor,4,real_estate,49,none,own,2,skilled_employee,1,has_phone,yes,good
negative_balance,24,payment_delay_past,radio_tv,1024,very_low_savings,less_than_1_year,4,male_married_widowed,none,4,real_estate,48,stores,own,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,12,existing_paid_duly,business,1076,very_low_savings,1_to_4_years,2,male_married_widowed,none,2,real_estate,26,none,own,1,skilled_employee,1,has_phone,no,good
low_balance,36,existing_paid_duly,car_used,9398,very_low_savings,less_than_1_year,1,male_married_widowed,none,4,car_or_other,28,none,rent,1,management_self_employed,1,has_phone,yes,bad
negative_balance,24,critical_account,car_used,6419,very_low_savings,over_7_years,2,female_divorced_married,none,4,no_property,44,none,free,2,management_self_employed,2,has_phone,yes,good
high_balance,42,critical_account,car_used,4796,very_low_savings,over_7_years,4,male_single,none,4,no_property,56,none,free,1,skilled_employee,1,no_phone,yes,good
no_checking_account,48,critical_account,business,7629,no_savings,over_7_years,4,male_divorced,none,2,car_or_other,46,bank,own,2,management_self_employed,2,no_phone,yes,good
low_balance,48,existing_paid_duly,furniture_equipment,9960,very_low_savings,less_than_1_year,1,female_divorced_married,none,2,car_or_other,26,none,own,1,skilled_employee,1,has_phone,yes,bad
no_checking_account,12,existing_paid_duly,car_used,4675,no_savings,less_than_1_year,1,female_divorced_married,none,4,car_or_other,20,none,rent,1,skilled_employee,1,no_phone,yes,good
no_checking_account,10,existing_paid_duly,car_new,1287,no_savings,over_7_years,4,male_single,co_applicant,2,insurance_savings,45,none,own,1,unskilled_resident,1,no_phone,no,good
no_checking_account,18,existing_paid_duly,furniture_equipment,2515,very_low_savings,1_to_4_years,3,male_single,none,4,real_estate,43,none,own,1,skilled_employee,1,has_phone,yes,good
low_balance,21,critical_account,furniture_equipment,2745,high_savings,4_to_7_years,3,male_single,none,2,car_or_other,32,none,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,6,existing_paid_duly,car_new,672,very_low_savings,unemployed,1,female_divorced_married,none,4,real_estate,54,none,own,1,unemployed_unskilled_nonresident,1,has_phone,yes,good
low_balance,36,no_credit_all_paid,radio_tv,3804,very_low_savings,1_to_4_years,4,female_divorced_married,none,1,car_or_other,42,none,own,1,skilled_employee,1,has_phone,yes,bad
high_balance,24,critical_account,car_new,1344,no_savings,4_to_7_years,4,male_single,none,2,real_estate,37,bank,own,2,unskilled_resident,2,no_phone,yes,bad
negative_balance,10,critical_account,car_new,1038,very_low_savings,4_to_7_years,4,male_single,co_applicant,3,insurance_savings,49,none,own,2,skilled_employee,1,has_phone,yes,good
no_checking_account,48,critical_account,car_new,10127,medium_savings,1_to_4_years,2,male_single,none,2,no_property,44,bank,free,1,skilled_employee,1,no_phone,yes,bad
no_checking_account,6,existing_paid_duly,furniture_equipment,1543,high_savings,1_to_4_years,4,male_divorced,none,2,real_estate,33,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,30,existing_paid_duly,car_used,4811,no_savings,4_to_7_years,2,female_divorced_married,none,4,insurance_savings,24,stores,rent,1,unskilled_resident,1,no_phone,yes,good
negative_balance,12,existing_paid_duly,radio_tv,727,low_savings,less_than_1_year,4,male_married_widowed,none,3,no_property,33,none,own,1,unskilled_resident,1,has_phone,yes,bad
low_balance,8,existing_paid_duly,furniture_equipment,1237,very_low_savings,1_to_4_years,3,female_divorced_married,none,4,real_estate,24,none,own,1,skilled_employee,1,no_phone,yes,bad
low_balance,9,existing_paid_duly,car_new,276,very_low_savings,1_to_4_years,4,male_married_widowed,none,4,real_estate,22,none,rent,1,unskilled_resident,1,no_phone,yes,good
low_balance,48,existing_paid_duly,others,5381,no_savings,unemployed,3,male_single,none,4,no_property,40,bank,free,1,unemployed_unskilled_nonresident,1,has_phone,yes,good
no_checking_account,24,existing_paid_duly,furniture_equipment,5511,low_savings,1_to_4_years,4,male_single,none,1,car_or_other,25,stores,own,1,skilled_employee,1,no_phone,yes,good
high_balance,24,existing_paid_duly,furniture_equipment,3749,very_low_savings,less_than_1_year,2,female_divorced_married,none,4,car_or_other,26,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,12,existing_paid_duly,car_new,685,very_low_savings,4_to_7_years,2,male_married_widowed,none,3,car_or_other,25,bank,own,1,unskilled_resident,1,no_phone,yes,bad
high_balance,4,existing_paid_duly,car_new,1494,no_savings,less_than_1_year,1,male_single,none,2,real_estate,29,none,own,1,unskilled_resident,2,no_phone,no,good
negative_balance,36,all_paid_this_bank,furniture_equipment,2746,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,31,bank,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,12,existing_paid_duly,furniture_equipment,708,very_low_savings,1_to_4_years,2,male_single,guarantor,3,insurance_savings,38,none,own,1,unskilled_resident,2,no_phone,yes,good
low_balance,24,existing_paid_duly,furniture_equipment,4351,no_savings,1_to_4_years,1,female_divorced_married,none,4,insurance_savings,48,none,own,1,unskilled_resident,1,has_phone,yes,good
no_checking_account,12,critical_account,education,701,very_low_savings,1_to_4_years,4,male_single,none,2,car_or_other,32,none,own,2,skilled_employee,1,no_phone,yes,good
negative_balance,15,payment_delay_past,furniture_equipment,3643,very_low_savings,over_7_years,1,female_divorced_married,none,4,insurance_savings,27,none,own,2,unskilled_resident,1,no_phone,yes,good
low_balance,30,critical_account,car_new,4249,very_low_savings,unemployed,4,male_married_widowed,none,2,car_or_other,28,none,own,2,management_self_employed,1,no_phone,yes,bad
negative_balance,24,existing_paid_duly,radio_tv,1938,very_low_savings,less_than_1_year,4,male_divorced,none,3,insurance_savings,32,none,own,1,skilled_employee,1,no_phone,yes,bad
negative_balance,24,existing_paid_duly,car_used,2910,very_low_savings,4_to_7_years,2,male_single,none,1,no_property,34,none,free,1,management_self_employed,1,has_phone,yes,good
negative_balance,18,existing_paid_duly,furniture_equipment,2659,high_savings,1_to_4_years,4,male_single,none,2,car_or_other,28,none,own,1,skilled_employee,1,no_phone,yes,good
no_checking_account,18,critical_account,car_new,1028,very_low_savings,1_to_4_years,4,female_divorced_married,none,3,real_estate,36,none,own,2,skilled_employee,1,no_phone,yes,good
negative_balance,8,critical_account,car_new,3398,very_low_savings,4_to_7_years,1,male_single,none,4,real_estate,39,none,own,2,unskilled_resident,1,no_phone,no,good
no_checking_account,12,critical_account,furniture_equipment,5801,no_savings,over_7_years,2,male_single,none,4,insurance_savings,49,none,rent,1,skilled_employee,1,has_phone,yes,good
no_checking_account,24,existing_paid_duly,car_new,1525,high_savings,4_to_7_years,4,female_divorced_married,none,3,car_or_other,34,none,own,1,skilled_employee,2,has_phone,yes,good
high_balance,36,existing_paid_duly,radio_tv,4473,very_low_savings,over_7_years,4,male_single,none,2,car_or_other,31,none,own,1,skilled_employee,1,no_phone,yes,good
low_balance,6,existing_paid_duly,radio_tv,1068,very_low_savings,over_7_years,4,male_single,none,4,car_or_other,28,none,own,1,skilled_employee,2,no_phone,yes,good
negative_balance,24,critical_account,car_used,6615,very_low_savings,unemployed,2,male_single,none,4,no_property,75,none,free,2,management_self_employed,1,has_phone,yes,good
no_checking_account,18,critical_account,education,1864,low_savings,1_to_4_years,4,female_divorced_married,none,2,real_estate,30,none,own,2,skilled_employee,1,no_phone,yes,bad
low_balance,60,existing_paid_duly,car_new,7408,low_savings,less_than_1_year,4,female_divorced_married,none,2,insurance_savings,24,none,own,1,management_self_employed,1,no_phone,yes,bad
no_checking_account,48,critical_account,car_used,11590,low_savings,1_to_4_years,2,female_divorced_married,none,4,car_or_other,24,bank,rent,2,unskilled_resident,1,no_phone,yes,bad
